age,monthly_income,investment_knowledge,investment_experience,num_assets,time_horizon,goal_type,investment_frequency,dependents,market_sensitivity,net_worth,preferred_asset,education_level,employment_type,risk_profile,expected_return
21,5533,5,0,7,25,Retirement,Yearly,2,4,1480083,Mixed,High School,Retired,Speculative,4.44
34,5281,9,18,5,20,House,Quarterly,2,3,1251762,Real Estate,Masters,Retired,Speculative,2.61
31,5768,7,2,9,22,Retirement,Monthly,4,6,398548,Real Estate,Bachelors,Unemployed,Moderate,3.74
31,18384,1,18,6,29,Retirement,Yearly,1,9,614655,Mixed,Bachelors,Unemployed,Speculative,2.92
30,13198,5,14,3,23,Retirement,Quarterly,1,7,1553994,Crypto,Masters,Retired,Speculative,2.0
24,19102,8,2,6,28,Education,Monthly,1,0,688517,Bonds,Bachelors,Unemployed,Speculative,3.15
61,8169,8,7,6,29,Education,Monthly,4,0,518809,Crypto,Masters,Unemployed,Speculative,2.84
32,8361,2,14,1,12,House,Monthly,1,7,768502,Bonds,PhD,Unemployed,Speculative,4.08
36,4830,7,0,7,25,Education,Quarterly,2,10,1614817,Bonds,High School,Salaried,Speculative,2.24
60,3882,10,5,3,13,Retirement,Yearly,2,3,1851025,Mixed,Masters,Retired,Speculative,4.65
64,1998,5,16,1,29,House,Quarterly,2,7,1513851,Crypto,Masters,Freelance,Speculative,5.63
61,16942,9,15,1,26,House,Yearly,2,6,1292427,Mixed,High School,Freelance,Speculative,2.82
52,17668,3,12,5,28,House,Quarterly,3,8,1508076,Crypto,PhD,Salaried,Speculative,2.87
34,17246,1,0,2,3,Retirement,Monthly,2,6,988307,Real Estate,High School,Unemployed,Speculative,4.95
52,19544,4,2,2,11,Education,Quarterly,4,3,1092540,Stocks,High School,Unemployed,Speculative,3.49
36,4065,7,5,4,2,Wealth Accumulation,Yearly,3,4,840250,Crypto,PhD,Retired,Speculative,2.7
37,11467,1,19,7,18,Education,Quarterly,1,6,1717399,Crypto,Bachelors,Salaried,Speculative,3.71
53,18878,2,2,8,18,Wealth Accumulation,Yearly,2,1,1295384,Real Estate,Masters,Unemployed,Speculative,2.43
52,13076,5,14,7,25,Retirement,Quarterly,1,2,1659247,Real Estate,Bachelors,Salaried,Speculative,3.28
49,3543,9,14,9,24,Education,Yearly,2,2,1998566,Bonds,Bachelors,Freelance,Speculative,3.53
65,11033,1,10,7,25,Retirement,Monthly,2,8,1076513,Stocks,Masters,Salaried,Speculative,3.33
61,2401,4,5,4,9,Retirement,Monthly,3,1,1530505,Stocks,PhD,Salaried,Speculative,3.87
57,17829,3,5,9,1,House,Yearly,2,3,693156,Stocks,Bachelors,Unemployed,Speculative,4.33
41,5522,5,8,9,26,Education,Monthly,2,7,635267,Crypto,PhD,Freelance,Speculative,3.7
34,3551,5,13,3,26,House,Yearly,0,0,1327333,Crypto,Bachelors,Freelance,Speculative,2.83
24,5816,10,10,8,16,Education,Yearly,4,8,1071479,Mixed,PhD,Retired,Speculative,5.01
60,8699,2,5,1,25,Retirement,Monthly,4,5,1460790,Bonds,High School,Freelance,Speculative,4.22
67,3629,5,17,2,1,House,Quarterly,1,3,849682,Real Estate,High School,Salaried,Speculative,2.73
18,8687,9,19,8,21,Retirement,Yearly,1,4,1046764,Real Estate,High School,Unemployed,Speculative,4.08
52,11156,5,14,8,20,Wealth Accumulation,Quarterly,3,6,38441,Real Estate,Bachelors,Unemployed,Moderate,2.93
49,18441,10,8,6,24,Retirement,Quarterly,1,10,1238397,Mixed,PhD,Unemployed,Speculative,3.16
53,7834,2,10,8,5,Wealth Accumulation,Monthly,0,7,847694,Mixed,PhD,Unemployed,Speculative,3.62
30,19179,7,1,8,28,Wealth Accumulation,Yearly,1,4,14446,Crypto,Bachelors,Unemployed,Moderate,4.57
23,5849,6,5,2,25,House,Quarterly,2,6,461220,Mixed,PhD,Freelance,Aggressive,3.17
31,16782,7,13,3,17,House,Quarterly,1,2,178024,Mixed,High School,Salaried,Aggressive,2.37
54,16827,8,13,7,8,Education,Monthly,1,1,1016832,Real Estate,Masters,Unemployed,Speculative,3.1
65,10431,10,12,3,6,Education,Monthly,2,1,72760,Mixed,High School,Freelance,Aggressive,2.43
32,5150,5,4,2,1,House,Quarterly,0,9,987647,Bonds,Masters,Retired,Speculative,3.01
64,12289,2,8,6,13,Education,Quarterly,4,2,1864930,Mixed,Masters,Retired,Speculative,3.92
21,10496,7,10,2,18,Retirement,Monthly,0,5,109591,Stocks,Bachelors,Unemployed,Aggressive,2.31
57,7470,7,6,2,4,Retirement,Monthly,0,10,1328344,Mixed,PhD,Salaried,Speculative,2.01
33,14257,8,1,2,15,Retirement,Monthly,3,9,823890,Crypto,High School,Retired,Speculative,2.0
45,4712,7,11,4,14,Retirement,Yearly,3,0,1273621,Bonds,Masters,Salaried,Speculative,2.09
33,13721,10,4,7,16,Retirement,Monthly,2,2,1925268,Mixed,Bachelors,Freelance,Speculative,4.93
21,13495,7,1,6,5,Wealth Accumulation,Monthly,3,2,1582890,Crypto,PhD,Retired,Speculative,4.76
62,13420,9,13,5,1,Retirement,Monthly,4,1,1954657,Bonds,Bachelors,Freelance,Speculative,3.3
43,6315,8,6,4,26,Education,Yearly,2,0,84923,Mixed,Bachelors,Freelance,Moderate,4.13
45,6381,2,4,2,23,House,Yearly,3,0,806304,Bonds,High School,Salaried,Speculative,3.11
49,10497,2,3,8,29,House,Monthly,1,0,1125999,Stocks,Bachelors,Unemployed,Speculative,2.52
62,14494,7,9,2,4,Education,Monthly,3,7,1254515,Real Estate,Bachelors,Salaried,Speculative,5.48
19,17950,10,15,8,17,Education,Yearly,4,5,1350916,Mixed,PhD,Retired,Speculative,3.58
48,16752,10,5,4,28,Education,Yearly,3,8,34162,Bonds,Masters,Unemployed,Conservative,3.47
20,5622,3,5,5,6,House,Quarterly,2,10,970050,Crypto,Masters,Unemployed,Speculative,2.78
25,5132,1,8,1,25,Education,Yearly,1,2,836947,Stocks,Masters,Freelance,Speculative,2.0
41,9830,9,0,2,25,Education,Yearly,2,6,1157750,Real Estate,Masters,Freelance,Speculative,3.17
32,7995,3,15,8,27,Wealth Accumulation,Monthly,1,5,1879804,Crypto,High School,Freelance,Speculative,3.51
60,3670,1,16,1,4,Wealth Accumulation,Monthly,1,8,1380299,Stocks,Bachelors,Retired,Speculative,2.16
48,10364,6,12,3,7,Wealth Accumulation,Monthly,4,8,1427249,Mixed,Masters,Unemployed,Speculative,3.38
26,19066,4,5,2,26,House,Yearly,0,10,961335,Crypto,PhD,Freelance,Speculative,2.43
56,11041,1,1,5,1,Education,Quarterly,4,8,1897328,Bonds,High School,Freelance,Speculative,4.11
62,10054,4,7,4,10,Retirement,Monthly,0,6,588408,Stocks,Masters,Freelance,Speculative,2.52
19,12637,8,3,4,13,House,Quarterly,0,8,815714,Stocks,PhD,Freelance,Speculative,3.0
25,11757,7,8,4,9,Wealth Accumulation,Quarterly,4,6,383997,Mixed,PhD,Unemployed,Aggressive,2.84
24,9490,1,6,4,14,Wealth Accumulation,Yearly,3,8,443700,Stocks,PhD,Retired,Speculative,2.87
61,13329,10,0,4,1,House,Yearly,4,1,1528783,Real Estate,PhD,Unemployed,Speculative,2.0
68,1770,9,13,6,9,House,Monthly,2,1,450174,Bonds,High School,Unemployed,Speculative,3.58
56,4854,6,1,2,6,Education,Yearly,2,6,400847,Mixed,Bachelors,Retired,Moderate,4.17
59,4118,2,7,4,10,House,Quarterly,2,9,1633444,Real Estate,Bachelors,Unemployed,Speculative,3.07
33,19516,3,10,7,11,Retirement,Yearly,2,5,797066,Mixed,PhD,Unemployed,Speculative,4.4
52,10901,7,4,7,7,Retirement,Yearly,0,5,1828646,Mixed,Masters,Freelance,Speculative,2.0
47,18374,3,17,1,20,House,Quarterly,0,4,1962516,Bonds,Bachelors,Unemployed,Speculative,2.0
27,18094,3,11,9,25,Retirement,Yearly,4,0,1490022,Stocks,Bachelors,Freelance,Speculative,4.38
55,14522,5,19,7,28,Education,Yearly,1,6,522072,Mixed,Masters,Retired,Speculative,3.55
35,1038,3,18,6,22,House,Monthly,1,1,694839,Crypto,Masters,Retired,Speculative,3.69
67,18659,3,4,2,12,Retirement,Quarterly,0,7,756455,Bonds,High School,Retired,Speculative,3.04
22,17002,5,6,6,22,Wealth Accumulation,Yearly,3,9,247967,Bonds,High School,Salaried,Moderate,3.5
46,5857,5,1,5,12,Education,Quarterly,0,6,1200777,Crypto,High School,Unemployed,Speculative,2.08
56,17312,9,16,9,14,House,Yearly,3,1,558193,Bonds,PhD,Retired,Speculative,3.91
51,2436,1,12,1,10,House,Monthly,1,1,1417610,Mixed,PhD,Retired,Speculative,3.8
60,19483,1,10,5,16,House,Yearly,0,9,1822241,Real Estate,Bachelors,Unemployed,Speculative,2.51
62,8693,9,4,3,22,Wealth Accumulation,Yearly,4,7,1977225,Stocks,High School,Unemployed,Speculative,2.83
40,14218,5,12,9,4,Retirement,Quarterly,2,4,1190312,Real Estate,PhD,Retired,Speculative,2.09
22,5251,4,12,1,29,House,Yearly,1,7,1913769,Bonds,Bachelors,Freelance,Speculative,2.41
47,10305,2,7,6,23,Retirement,Quarterly,0,0,233185,Crypto,High School,Retired,Speculative,2.0
23,11590,9,10,3,14,Education,Monthly,0,8,70121,Bonds,Bachelors,Unemployed,Moderate,3.76
63,8662,6,7,1,2,Wealth Accumulation,Quarterly,2,7,203693,Bonds,PhD,Freelance,Moderate,2.0
61,4123,9,9,3,2,Wealth Accumulation,Yearly,1,5,14933,Bonds,High School,Freelance,Moderate,2.0
21,18037,5,10,2,29,Education,Quarterly,4,7,1016422,Stocks,Bachelors,Freelance,Speculative,3.52
46,5158,4,0,8,11,Education,Monthly,4,0,680987,Bonds,Masters,Freelance,Speculative,2.67
40,9700,7,6,3,11,House,Yearly,4,10,504337,Bonds,Bachelors,Retired,Aggressive,2.76
23,11531,5,7,7,6,Education,Monthly,1,7,355163,Bonds,Masters,Salaried,Aggressive,3.6
49,10879,8,5,6,25,Wealth Accumulation,Monthly,4,0,314408,Crypto,Masters,Unemployed,Speculative,2.85
59,6543,8,13,7,3,Retirement,Yearly,3,3,1361409,Mixed,Bachelors,Freelance,Speculative,3.71
35,14980,2,19,7,23,Retirement,Yearly,0,9,315316,Bonds,Bachelors,Unemployed,Speculative,3.69
32,16156,5,6,1,9,Retirement,Quarterly,3,2,1893751,Bonds,Masters,Retired,Speculative,3.34
57,10580,10,2,4,28,Retirement,Yearly,1,10,891843,Bonds,High School,Retired,Speculative,2.87
49,19581,8,1,4,25,Retirement,Quarterly,4,2,529737,Stocks,Masters,Unemployed,Speculative,3.35
26,4911,3,17,5,3,Retirement,Monthly,4,9,1238645,Crypto,High School,Salaried,Speculative,4.97
54,14582,7,2,5,1,Wealth Accumulation,Quarterly,4,8,1963588,Real Estate,Masters,Unemployed,Speculative,3.23
27,12120,3,13,8,2,Education,Yearly,2,7,783930,Mixed,Masters,Salaried,Speculative,2.51
37,6235,6,17,4,15,Wealth Accumulation,Quarterly,2,9,53139,Bonds,PhD,Freelance,Moderate,4.09
23,5799,2,12,1,11,House,Yearly,4,7,1870423,Real Estate,Masters,Salaried,Speculative,5.2
65,15225,6,7,5,8,Retirement,Monthly,0,10,1443856,Real Estate,Bachelors,Salaried,Speculative,2.35
20,17709,6,3,1,16,Education,Quarterly,2,6,93330,Stocks,Bachelors,Freelance,Moderate,3.61
59,4766,8,14,3,23,Education,Quarterly,1,7,1738780,Stocks,PhD,Retired,Speculative,2.57
28,5111,5,11,8,17,Retirement,Quarterly,4,7,663123,Real Estate,PhD,Salaried,Speculative,4.62
60,8015,1,13,5,3,Education,Quarterly,0,9,1589835,Bonds,Bachelors,Salaried,Speculative,3.14
34,7856,8,19,7,8,Retirement,Monthly,2,5,396961,Mixed,PhD,Retired,Speculative,5.61
49,17490,9,6,1,7,House,Yearly,1,7,357190,Bonds,Masters,Unemployed,Aggressive,3.24
21,3426,1,11,6,21,Retirement,Quarterly,2,1,1157146,Crypto,Masters,Salaried,Speculative,4.69
21,15497,5,8,8,3,House,Monthly,1,6,1249137,Crypto,Bachelors,Freelance,Speculative,2.74
34,19915,6,9,6,7,Education,Yearly,4,2,716150,Crypto,Bachelors,Retired,Speculative,2.0
58,12336,4,7,4,5,Wealth Accumulation,Monthly,0,7,1502872,Bonds,Bachelors,Salaried,Speculative,3.31
36,6316,2,19,8,1,Education,Quarterly,3,4,1900674,Stocks,Bachelors,Salaried,Speculative,5.01
22,6362,5,1,8,5,Wealth Accumulation,Quarterly,2,10,513587,Real Estate,Masters,Unemployed,Moderate,2.45
49,5693,4,15,6,3,Retirement,Monthly,0,4,1374276,Real Estate,High School,Unemployed,Speculative,5.45
39,9990,7,17,8,18,Education,Quarterly,3,2,1821704,Bonds,Bachelors,Freelance,Speculative,3.93
23,16133,6,19,6,29,Education,Quarterly,4,0,1555575,Bonds,PhD,Freelance,Speculative,6.11
52,15178,3,9,4,19,House,Monthly,1,1,494849,Mixed,Masters,Retired,Speculative,3.13
39,11629,9,5,6,10,Retirement,Yearly,4,1,1751119,Crypto,PhD,Freelance,Speculative,4.38
18,19395,4,5,9,4,Wealth Accumulation,Monthly,0,6,408897,Bonds,High School,Salaried,Aggressive,3.94
37,15751,5,19,8,13,Retirement,Monthly,0,1,1113317,Mixed,Bachelors,Freelance,Speculative,3.3
39,1425,3,12,7,29,House,Quarterly,2,6,187392,Mixed,Masters,Unemployed,Moderate,3.62
65,4044,8,18,5,1,House,Yearly,3,0,88570,Stocks,PhD,Salaried,Speculative,3.75
28,12480,7,16,7,4,House,Quarterly,3,1,1932208,Crypto,PhD,Retired,Speculative,4.89
30,12106,7,1,1,9,Retirement,Monthly,2,6,1401887,Real Estate,PhD,Freelance,Speculative,3.57
59,7229,8,17,8,17,House,Yearly,4,6,1991730,Bonds,PhD,Freelance,Speculative,2.83
20,2239,7,6,5,11,Retirement,Yearly,3,1,285912,Stocks,Bachelors,Salaried,Speculative,3.22
26,7566,3,13,7,7,House,Quarterly,4,9,1818877,Stocks,Masters,Salaried,Speculative,2.85
29,5213,3,14,7,24,Education,Yearly,1,6,60389,Mixed,PhD,Retired,Moderate,2.5
40,4006,2,7,8,25,Wealth Accumulation,Monthly,0,8,161648,Real Estate,Masters,Salaried,Moderate,2.0
31,8025,1,8,7,7,Retirement,Yearly,1,7,1511419,Stocks,Masters,Retired,Speculative,2.0
50,7558,5,10,6,13,Wealth Accumulation,Monthly,2,5,12914,Crypto,High School,Unemployed,Aggressive,2.7
35,2184,4,2,6,25,Retirement,Monthly,3,3,1825424,Stocks,High School,Retired,Speculative,4.67
66,19968,2,19,5,26,Retirement,Monthly,1,10,436553,Mixed,PhD,Retired,Speculative,2.89
58,15430,1,13,5,29,Education,Quarterly,0,2,1951841,Stocks,Bachelors,Salaried,Speculative,4.23
26,9102,3,7,4,19,Education,Quarterly,3,7,584581,Mixed,Bachelors,Salaried,Speculative,4.42
40,14869,6,2,7,17,Retirement,Quarterly,4,2,170023,Stocks,Bachelors,Salaried,Moderate,2.76
27,8116,2,17,3,18,House,Yearly,3,10,1042530,Crypto,PhD,Freelance,Speculative,4.7
36,13937,10,13,5,26,Retirement,Yearly,0,4,1760560,Bonds,Bachelors,Freelance,Speculative,2.32
64,5383,7,19,3,13,Retirement,Yearly,3,10,1734546,Bonds,Masters,Freelance,Speculative,2.39
22,19083,7,7,8,17,Education,Quarterly,1,2,945992,Stocks,Masters,Retired,Speculative,4.68
64,5507,3,16,5,18,Education,Monthly,2,8,1334267,Real Estate,High School,Freelance,Speculative,3.63
69,15735,1,7,6,25,Wealth Accumulation,Monthly,1,10,1668716,Bonds,Masters,Freelance,Speculative,4.74
40,17519,9,4,1,21,Wealth Accumulation,Quarterly,3,6,163993,Stocks,PhD,Unemployed,Moderate,2.0
47,3025,5,11,4,20,House,Monthly,4,2,1806717,Bonds,Bachelors,Freelance,Speculative,4.83
42,5854,2,1,9,2,Wealth Accumulation,Monthly,3,9,1843087,Mixed,PhD,Freelance,Speculative,3.2
45,6367,8,16,5,19,Wealth Accumulation,Quarterly,0,6,409762,Stocks,Masters,Retired,Speculative,3.13
51,3890,10,12,1,15,Wealth Accumulation,Monthly,1,3,298073,Stocks,High School,Retired,Speculative,4.78
62,4773,10,13,4,9,House,Quarterly,1,0,1031824,Bonds,Masters,Salaried,Speculative,2.08
65,16819,4,8,6,29,Retirement,Yearly,3,3,1885577,Crypto,High School,Salaried,Speculative,2.0
64,2528,10,8,7,29,Retirement,Monthly,2,10,1591768,Stocks,PhD,Retired,Speculative,4.15
42,12820,7,8,7,14,House,Quarterly,3,9,1771346,Stocks,PhD,Retired,Speculative,2.0
27,6049,5,19,8,19,Retirement,Yearly,2,10,1994933,Crypto,PhD,Retired,Speculative,3.92
31,1848,3,5,5,8,Wealth Accumulation,Monthly,3,10,69709,Crypto,PhD,Salaried,Moderate,4.16
59,11119,10,11,6,12,Wealth Accumulation,Yearly,1,7,164108,Crypto,PhD,Freelance,Speculative,4.24
63,11357,8,9,2,17,Wealth Accumulation,Monthly,2,5,777747,Real Estate,High School,Freelance,Speculative,3.34
47,17167,2,4,2,12,Wealth Accumulation,Yearly,0,0,1608243,Real Estate,Masters,Retired,Speculative,3.08
58,13478,1,17,3,15,Retirement,Yearly,2,0,752945,Crypto,High School,Salaried,Speculative,2.0
42,3121,5,6,4,5,House,Monthly,4,3,853738,Real Estate,PhD,Retired,Speculative,2.0
31,13910,4,12,6,2,House,Quarterly,0,10,1341690,Crypto,Masters,Salaried,Speculative,3.3
52,5681,10,0,6,20,House,Yearly,3,5,338271,Mixed,PhD,Freelance,Moderate,2.0
69,15755,7,5,3,18,Education,Quarterly,4,3,1887269,Mixed,High School,Freelance,Speculative,2.4
65,1472,9,7,1,3,House,Yearly,0,10,84923,Stocks,PhD,Unemployed,Moderate,2.0
51,19171,6,8,3,5,Education,Yearly,3,8,776536,Stocks,Masters,Retired,Speculative,4.49
27,1113,1,6,4,2,House,Monthly,2,1,1384630,Crypto,High School,Freelance,Speculative,3.27
52,14690,8,9,9,9,Wealth Accumulation,Yearly,3,5,1666475,Crypto,Bachelors,Retired,Speculative,4.78
28,7473,2,7,8,24,House,Yearly,1,6,124365,Real Estate,Bachelors,Unemployed,Conservative,2.0
28,9530,4,1,4,5,Education,Quarterly,0,3,662183,Stocks,Masters,Salaried,Speculative,2.7
38,19669,3,17,7,27,Wealth Accumulation,Quarterly,2,4,1533545,Real Estate,High School,Retired,Speculative,4.83
38,2196,6,14,9,17,Education,Quarterly,3,4,1060531,Bonds,High School,Unemployed,Speculative,5.09
39,17462,2,5,2,21,Retirement,Monthly,2,1,1664279,Crypto,Bachelors,Salaried,Speculative,2.0
62,7017,5,13,3,20,Retirement,Quarterly,2,4,1802702,Stocks,Bachelors,Retired,Speculative,3.03
24,3652,9,17,1,15,Retirement,Monthly,0,9,1618663,Stocks,Masters,Retired,Speculative,3.09
34,11832,3,2,8,13,Wealth Accumulation,Monthly,2,10,670232,Real Estate,High School,Salaried,Speculative,2.45
19,6385,2,0,2,9,Wealth Accumulation,Quarterly,0,4,960039,Mixed,High School,Freelance,Speculative,3.49
29,15708,2,0,7,2,Education,Yearly,2,4,1508245,Crypto,Masters,Salaried,Speculative,2.0
59,18211,9,13,7,23,Wealth Accumulation,Yearly,2,3,649505,Crypto,High School,Retired,Speculative,4.59
35,15571,6,0,3,2,House,Quarterly,3,9,1339728,Crypto,Bachelors,Unemployed,Speculative,2.0
28,12002,2,0,2,29,Education,Yearly,4,3,1081364,Mixed,High School,Freelance,Speculative,2.99
33,4385,3,3,3,29,House,Monthly,0,6,323449,Crypto,High School,Salaried,Speculative,4.86
66,2965,1,11,8,11,Wealth Accumulation,Quarterly,1,5,83463,Mixed,High School,Salaried,Moderate,3.13
68,3427,2,14,9,28,House,Monthly,0,10,1932896,Mixed,PhD,Freelance,Speculative,4.13
35,3841,2,3,8,3,Wealth Accumulation,Quarterly,2,7,1244819,Real Estate,High School,Unemployed,Speculative,2.0
52,7563,2,9,2,3,Wealth Accumulation,Yearly,4,0,1822231,Crypto,Bachelors,Unemployed,Speculative,3.27
43,15387,7,10,9,10,House,Yearly,0,9,1721720,Mixed,PhD,Freelance,Speculative,2.91
33,6840,3,5,6,24,Retirement,Monthly,2,1,1516389,Mixed,High School,Unemployed,Speculative,3.43
23,16154,4,9,2,2,Wealth Accumulation,Yearly,1,10,1632955,Real Estate,Masters,Salaried,Speculative,2.34
61,15093,2,11,9,1,Education,Yearly,3,10,676380,Crypto,High School,Salaried,Speculative,4.59
60,5352,5,2,5,6,Education,Monthly,3,1,1668511,Bonds,Masters,Retired,Speculative,3.41
64,1184,9,14,6,6,Retirement,Monthly,0,1,502194,Mixed,PhD,Salaried,Speculative,4.17
64,11384,9,15,1,11,House,Monthly,0,2,817666,Stocks,Masters,Unemployed,Speculative,4.15
65,15319,7,9,2,16,Retirement,Quarterly,1,5,901388,Real Estate,Masters,Freelance,Speculative,3.56
59,9437,8,10,1,1,House,Monthly,3,2,108022,Real Estate,High School,Salaried,Moderate,3.68
29,11426,5,15,4,5,Retirement,Quarterly,2,6,10408,Real Estate,Bachelors,Unemployed,Moderate,2.0
30,8504,5,16,2,25,Wealth Accumulation,Quarterly,0,2,1259896,Crypto,PhD,Unemployed,Speculative,4.87
21,19471,3,13,1,26,Education,Quarterly,4,5,1589286,Bonds,Masters,Freelance,Speculative,4.37
56,1600,6,15,3,27,Retirement,Monthly,3,1,256400,Stocks,Masters,Unemployed,Speculative,2.8
19,8804,1,13,4,10,Education,Quarterly,2,1,887928,Real Estate,High School,Retired,Speculative,2.43
43,14249,3,5,4,21,House,Yearly,3,2,78762,Mixed,Bachelors,Freelance,Conservative,2.0
44,6537,2,9,3,28,Retirement,Monthly,1,7,630159,Bonds,PhD,Freelance,Speculative,3.4
44,19440,7,16,2,23,Retirement,Monthly,4,8,672466,Bonds,Bachelors,Freelance,Speculative,2.03
32,15685,9,9,8,6,Retirement,Quarterly,2,1,1242136,Real Estate,Masters,Salaried,Speculative,2.74
25,9724,4,9,2,11,Retirement,Monthly,2,6,470487,Stocks,High School,Unemployed,Speculative,2.0
24,6084,7,13,5,26,Education,Quarterly,0,0,1073051,Real Estate,High School,Unemployed,Speculative,5.29
64,3042,8,19,7,16,Wealth Accumulation,Monthly,1,3,1910114,Stocks,PhD,Unemployed,Speculative,4.45
63,17741,10,16,9,20,Education,Quarterly,1,5,1065087,Real Estate,High School,Salaried,Speculative,3.63
57,17761,2,8,3,13,Wealth Accumulation,Monthly,2,6,1713365,Real Estate,Masters,Salaried,Speculative,2.43
29,14336,7,14,1,12,Retirement,Monthly,3,2,1322909,Real Estate,Masters,Freelance,Speculative,2.6
30,14414,3,6,9,18,Wealth Accumulation,Quarterly,2,2,1070397,Crypto,High School,Salaried,Speculative,4.34
60,5797,8,1,1,26,Education,Yearly,2,4,1890040,Real Estate,Masters,Salaried,Speculative,2.49
34,4307,6,3,8,13,Retirement,Monthly,2,2,1310158,Bonds,PhD,Freelance,Speculative,4.4
34,14721,3,19,2,5,Education,Yearly,2,8,1363282,Mixed,Bachelors,Freelance,Speculative,2.0
53,3596,8,17,7,28,Education,Yearly,2,1,825432,Mixed,High School,Salaried,Speculative,4.57
38,18167,3,10,3,28,Education,Monthly,2,9,1961428,Real Estate,High School,Salaried,Speculative,3.88
25,19763,9,4,6,26,Wealth Accumulation,Monthly,3,6,533754,Crypto,High School,Unemployed,Speculative,3.35
22,12795,3,7,6,13,Retirement,Quarterly,4,6,74712,Real Estate,Bachelors,Unemployed,Conservative,2.85
43,15984,1,19,4,25,Retirement,Quarterly,4,2,947026,Real Estate,High School,Salaried,Speculative,2.72
33,13134,2,4,8,13,Education,Yearly,0,7,916607,Stocks,Bachelors,Retired,Speculative,4.02
53,11782,4,1,5,19,House,Quarterly,4,10,1834315,Bonds,PhD,Salaried,Speculative,4.47
45,10234,2,4,7,19,Education,Quarterly,3,2,1992279,Stocks,PhD,Unemployed,Speculative,2.16
46,19922,4,2,5,13,Wealth Accumulation,Quarterly,2,4,1567782,Mixed,High School,Freelance,Speculative,4.2
64,15618,4,11,4,28,Wealth Accumulation,Quarterly,1,0,88284,Crypto,High School,Salaried,Speculative,3.41
29,18245,4,18,6,11,Retirement,Monthly,3,9,875368,Stocks,Masters,Retired,Speculative,2.0
54,19260,1,6,3,16,House,Quarterly,1,3,1497108,Bonds,Masters,Retired,Speculative,4.05
47,11027,9,18,6,23,Wealth Accumulation,Yearly,0,1,573060,Bonds,Masters,Retired,Speculative,3.13
40,14986,10,3,6,14,Retirement,Monthly,3,4,425892,Bonds,Bachelors,Unemployed,Aggressive,3.27
33,13400,7,13,6,10,House,Monthly,2,3,213334,Mixed,Bachelors,Salaried,Aggressive,4.27
31,4526,2,18,3,2,House,Yearly,2,3,175633,Stocks,Bachelors,Freelance,Speculative,4.55
27,12593,3,17,8,8,Retirement,Monthly,3,3,1312040,Bonds,Bachelors,Freelance,Speculative,2.09
24,2622,8,6,4,23,Wealth Accumulation,Monthly,3,4,1095446,Mixed,High School,Salaried,Speculative,3.41
62,6518,7,14,2,8,Education,Yearly,2,8,55298,Crypto,Bachelors,Salaried,Speculative,2.41
69,3657,4,0,7,26,Wealth Accumulation,Quarterly,1,8,1226994,Real Estate,Bachelors,Salaried,Speculative,2.2
54,19316,4,11,8,22,Wealth Accumulation,Monthly,3,3,1232258,Crypto,Masters,Salaried,Speculative,4.21
46,9699,9,18,4,21,Wealth Accumulation,Quarterly,2,10,1552852,Stocks,Masters,Freelance,Speculative,5.41
20,14955,5,5,6,27,Retirement,Yearly,4,8,288135,Crypto,Masters,Retired,Speculative,2.07
32,3656,5,12,8,20,Retirement,Monthly,3,7,199082,Mixed,Masters,Retired,Aggressive,2.0
53,17673,7,5,5,14,Education,Quarterly,0,4,1134269,Stocks,Bachelors,Freelance,Speculative,2.44
64,6858,1,12,9,24,Wealth Accumulation,Yearly,0,7,22300,Bonds,PhD,Unemployed,Conservative,2.0
63,11401,3,14,6,14,Wealth Accumulation,Monthly,3,6,968741,Mixed,Bachelors,Unemployed,Speculative,2.58
69,9758,2,15,6,18,Education,Monthly,2,1,1360631,Stocks,Bachelors,Unemployed,Speculative,4.73
36,2473,10,7,2,15,House,Quarterly,1,9,1088053,Stocks,Masters,Salaried,Speculative,4.55
30,14281,6,12,7,22,House,Monthly,3,7,1960562,Mixed,PhD,Unemployed,Speculative,5.68
59,16964,6,12,9,28,Education,Quarterly,0,8,12977,Crypto,High School,Unemployed,Aggressive,3.16
38,19371,10,19,5,16,Wealth Accumulation,Quarterly,1,1,1325428,Crypto,High School,Salaried,Speculative,4.62
54,13057,1,19,5,14,Retirement,Monthly,4,10,866382,Bonds,Masters,Freelance,Speculative,2.25
44,8673,6,11,5,10,Wealth Accumulation,Yearly,1,1,724024,Stocks,High School,Unemployed,Speculative,2.87
69,15281,10,18,1,22,Education,Monthly,4,9,429855,Crypto,Masters,Freelance,Speculative,3.21
46,4251,2,16,5,21,Education,Yearly,0,8,871511,Stocks,High School,Retired,Speculative,3.73
37,6054,4,2,8,2,Education,Quarterly,4,0,188876,Crypto,Masters,Freelance,Aggressive,2.99
42,2716,6,14,3,5,Retirement,Quarterly,1,2,644109,Mixed,Masters,Salaried,Speculative,2.0
23,10204,3,16,9,3,Wealth Accumulation,Monthly,0,2,1800969,Mixed,High School,Freelance,Speculative,4.13
53,15106,3,5,9,23,Retirement,Monthly,1,5,1309440,Crypto,High School,Freelance,Speculative,3.62
19,2310,3,18,6,7,House,Monthly,3,10,1203594,Mixed,High School,Unemployed,Speculative,4.47
39,18001,4,11,4,24,Wealth Accumulation,Quarterly,1,6,210108,Stocks,PhD,Freelance,Speculative,3.05
